,second,x_move,y_move,z_move,heart_rate,step_count,psg_status
0,390.0,-0.291748,-0.937607,-0.112351,68.0,178.06,0.0
1,391.0,-0.2935505238095238,-0.9438178412698413,-0.10730003174603174,68.0,95.21873015873021,0.0
2,392.0,-0.2941965079365078,-0.943657777777778,-0.10756423809523809,68.7936507936508,73.67999999999999,0.0
3,393.0,-0.29468977049180334,-0.9439787540983607,-0.10451603278688523,69.0,73.67999999999998,0.0
4,394.0,-0.29465318032786875,-0.9436697213114754,-0.10567539344262293,69.0,73.67999999999998,0.0
5,395.0,-0.2947004193548387,-0.9438513870967743,-0.10542370967741939,69.0,73.67999999999998,0.0
6,396.0,-0.29519227868852466,-0.9437318360655738,-0.10554624590163934,69.0,73.67999999999998,0.0
7,397.0,-0.2897961129032259,-0.9614105,-0.14261262903225805,69.0,73.67999999999998,0.0
8,398.0,-0.7277078870967739,-0.5836839032258063,-0.010606580645161295,72.16129032258064,73.67999999999998,0.0
9,399.0,-0.6915795161290319,-0.5210093709677419,0.2985234032258064,73.0,73.67999999999998,0.0
10,400.0,-0.40701818032786885,-0.8151597704918033,-0.39505131147540984,73.0,73.67999999999998,0.0
11,401.0,-0.3462588870967741,-0.8380365806451612,-0.41056435483870984,73.0,73.67999999999998,0.0
12,402.0,-0.32701663934426234,-0.8594055245901641,-0.38369618032786884,73.0,73.67999999999998,0.0
13,403.0,-0.3247803387096774,-0.8652503870967744,-0.3704663548387096,73.0,73.67999999999998,0.0
14,404.0,-0.32436159016393434,-0.8658001967213116,-0.36889601639344255,73.0,73.67999999999998,0.0
15,405.0,-0.3243051451612903,-0.8664510967741934,-0.3676253225806452,73.0,73.67999999999998,0.0
16,406.0,-0.3241534677419355,-0.8663733709677417,-0.3678789193548387,73.0,15.449032258064522,0.0
17,407.0,-0.3237643333333333,-0.8669370158730157,-0.3668895396825396,85.6984126984127,0.0,0.0
18,408.0,-0.3240612741935483,-0.8669231774193547,-0.36707699999999993,89.0,0.0,0.0
19,409.0,-0.3240939016393443,-0.8668853278688524,-0.36721944262295075,89.0,0.0,0.0
20,410.0,-0.3238515967741936,-0.8669326774193549,-0.36716438709677424,89.0,0.0,0.0
21,411.0,-0.3237127704918033,-0.8673080819672132,-0.3664938360655736,89.0,0.0,0.0
22,412.0,-0.32325430158730156,-0.8673754444444444,-0.3659686825396825,82.65079365079364,0.0,0.0
23,413.0,-0.3231387049180329,-0.8683009344262297,-0.3644360983606558,81.0,0.0,0.0
24,414.0,-0.32304862295081976,-0.8686473606557374,-0.3634866229508197,81.0,0.0,0.0
25,415.0,-0.3232579365079365,-0.8685826349206347,-0.3636922698412699,79.44444444444444,0.0,0.0
26,416.0,-0.3231199016393443,-0.868354754098361,-0.36386985245901615,79.0,0.0,0.0
27,417.0,-0.3232062419354839,-0.8686299032258065,-0.363640064516129,79.0,0.0,0.0
28,418.0,-0.3232911803278689,-0.8686681147540984,-0.3635782295081967,79.0,0.0,0.0
29,419.0,-0.32346882539682537,-0.8685418730158727,-0.36365857142857144,78.2063492063492,0.0,0.0
30,420.0,-0.3235328387096775,-0.868350064516129,-0.36423396774193556,78.0,0.0,0.0
31,421.0,-0.3235039841269841,-0.8684273650793651,-0.36403326984126994,78.0,0.0,0.0
32,422.0,-0.3232447049180328,-0.868671131147541,-0.3634904098360655,78.0,0.0,0.0
33,423.0,-0.32333222580645155,-0.8684281129032257,-0.36404362903225806,78.0,0.0,0.0
34,424.0,-0.3235446612903226,-0.8684293387096775,-0.36411311290322584,78.0,0.0,0.0
35,425.0,-0.3234956451612903,-0.8683685161290322,-0.3638660000000001,71.54838709677419,0.0,0.0
36,426.0,-0.32314198387096765,-0.8689682903225806,-0.3629123387096774,70.0,0.0,0.0
37,427.0,-0.32253581967213113,-0.8699228524590166,-0.3609954918032787,70.0,0.0,0.0
38,428.0,-0.32280266129032253,-0.8690490645161292,-0.36265119354838715,70.0,0.0,0.0
39,429.0,-0.323052435483871,-0.8687387096774194,-0.36348304838709683,69.20967741935483,0.0,0.0
40,430.0,-0.3227815161290323,-0.8688039032258066,-0.36387633870967734,69.0,0.0,0.0
41,431.0,-0.3225263114754098,-0.8690718360655741,-0.36327096721311475,69.0,0.0,0.0
42,432.0,-0.32289324590163937,-0.8687961803278691,-0.36393895081967215,69.0,0.0,0.0
43,433.0,-0.32310093548387103,-0.868229806451613,-0.36495346774193554,69.0,0.0,0.0
44,434.0,-0.32259640322580646,-0.8690232096774192,-0.3635726451612904,68.20967741935483,0.0,0.0
45,435.0,-0.3220989677419354,-0.8697859516129032,-0.3615097741935483,68.0,0.0,0.0
46,436.0,-0.3221568548387097,-0.8693198870967743,-0.36306101612903235,68.0,0.0,0.0
47,437.0,-0.32230696774193546,-0.8690215161290322,-0.3635337580645161,68.0,0.0,0.0
48,438.0,-0.32211583606557387,-0.8694590655737703,-0.362666655737705,68.0,0.0,0.0
49,439.0,-0.32104904761904773,-0.870644666666667,-0.3602895238095238,68.0,0.0,0.0
50,440.0,-0.32159917741935484,-0.8703537258064515,-0.36103079032258056,68.0,0.0,0.0
51,441.0,-0.3218638688524591,-0.8694075081967213,-0.36264909836065573,68.0,0.0,0.0
52,442.0,-0.32232958064516143,-0.8690013387096772,-0.36336958064516117,68.0,0.0,0.0
53,443.0,-0.3223551803278689,-0.8692175901639341,-0.36325198360655736,68.0,0.0,0.0
54,444.0,-0.32192620967741936,-0.8693709838709678,-0.3625593225806452,68.0,0.0,0.0
55,445.0,-0.32226054098360646,-0.8690253606557377,-0.36332931147540976,68.0,0.0,0.0
56,446.0,-0.3225983492063493,-0.8687918412698412,-0.36384142857142854,68.0,0.0,0.0
57,447.0,-0.3244198032786884,-0.8681825409836067,-0.3644709016393443,68.0,0.0,0.0
58,448.0,-0.3298522096774195,-0.8722300483870968,-0.34824619354838704,68.0,0.0,0.0
59,449.0,-0.3310506557377049,-0.8713258360655737,-0.3496906393442623,68.0,0.0,0.0
60,450.0,-0.33098746875,-0.8700717031249999,-0.3527233593750001,68.0,0.0,0.0
61,451.0,-0.3088174677419356,-0.8625217903225808,-0.3733053225806449,68.0,38.028387096774146,0.0
62,452.0,-0.3516555901639344,-0.8937302622950818,-0.280793524590164,68.0,49.119999999999926,0.0
63,453.0,-0.29596859677419357,-0.8522855806451616,0.06904082258064516,68.0,49.119999999999926,0.0
64,454.0,-0.16372308196721316,-0.9674570491803279,0.17827747540983607,68.0,49.119999999999926,0.0
65,455.0,-0.305785111111111,-0.9410114603174601,0.0854107142857143,65.61904761904762,49.119999999999926,0.0
66,456.0,-0.3094662741935484,-0.9405601290322578,0.08531682258064516,65.0,49.119999999999926,0.0
67,457.0,-0.3202019672131147,-0.9379132131147542,0.03422970491803281,65.0,49.119999999999926,0.0
68,458.0,-0.27394724193548387,-0.9552269999999998,0.026346483870967743,65.0,49.119999999999926,0.0
69,459.0,-0.2902769344262294,-0.9502280819672131,0.03446859016393442,65.0,49.119999999999926,0.0
70,460.0,-0.29417882539682544,-0.9485294444444445,0.03975712698412698,66.58730158730158,49.119999999999926,0.0
71,461.0,-0.29410534426229507,-0.9485923442622949,0.04100116393442623,67.0,49.119999999999926,0.0
72,462.0,-0.29417519354838706,-0.948648241935484,0.04133262903225807,67.0,49.119999999999926,0.0
73,463.0,-0.2940521147540983,-0.9486374262295082,0.041511180327868845,67.0,49.119999999999926,0.0
74,464.0,-0.29407553225806465,-0.9486182580645162,0.04127448387096775,67.0,49.119999999999926,0.0
75,465.0,-0.29411062295081963,-0.9485691147540986,0.041035737704918036,67.0,49.119999999999926,0.0
76,466.0,-0.29420979365079364,-0.9485146666666667,0.04060660317460317,67.0,11.695238095238095,0.0
77,467.0,-0.29414100000000004,-0.9484213709677421,0.040419000000000004,70.95161290322581,0.0,0.0
78,468.0,-0.294171741935484,-0.9485877580645163,0.04053614516129033,72.0,0.0,0.0
79,469.0,-0.29401961290322576,-0.9485468870967743,0.040672096774193554,72.0,0.0,0.0
80,470.0,-0.2945234098360656,-0.9484618032786887,0.041900180327868866,72.0,0.0,0.0
81,471.0,-0.2948063492063492,-0.9483121904761906,0.04170414285714284,72.0,0.0,0.0
82,472.0,-0.2952890819672131,-0.9479980655737706,0.04364286885245901,72.0,0.0,0.0
83,473.0,-0.2955099836065574,-0.9478812622950819,0.04452608196721312,72.0,0.0,0.0
84,474.0,-0.29539245161290323,-0.947976435483871,0.043638887096774194,72.0,0.0,0.0
85,475.0,-0.2953577868852458,-0.9480693770491803,0.043310442622950814,72.0,0.0,0.0
86,476.0,-0.295461253968254,-0.9481245238095237,0.04305042857142858,71.2063492063492,0.0,0.0
87,477.0,-0.2950667540983607,-0.9481313442622952,0.042593262295081966,71.0,0.0,0.0
88,478.0,-0.29478135483870976,-0.9481601935483874,0.04301109677419354,71.0,0.0,0.0
89,479.0,-0.2948183114754098,-0.9481743934426228,0.04336021311475409,71.0,0.0,0.0
90,480.0,-0.29465030158730154,-0.9482537936507935,0.043209507936507935,71.0,0.0,0.0
91,481.0,-0.2947675483870967,-0.9483177258064516,0.04337674193548386,71.0,0.0,0.0
92,482.0,-0.2951280483870967,-0.9481989354838708,0.043192935483870966,71.0,0.0,0.0
93,483.0,-0.29525009836065563,-0.9481894262295081,0.04324540983606557,71.0,0.0,0.0
94,484.0,-0.29497485483870967,-0.9481325806451611,0.04298220967741937,71.0,0.0,0.0
95,485.0,-0.29517754838709676,-0.9482003870967747,0.043820741935483874,71.0,0.0,0.0
96,486.0,-0.29623662903225806,-0.9475813225806451,0.04652843548387095,68.58064516129032,0.0,0.0
97,487.0,-0.29696365079365084,-0.9474593492063492,0.04560323809523809,68.0,0.0,0.0
98,488.0,-0.2971126393442623,-0.9475313114754098,0.046536540983606545,68.0,0.0,0.0
99,489.0,-0.29689840322580646,-0.9474367096774193,0.046707000000000005,68.0,0.0,0.0
100,490.0,-0.29657552459016395,-0.9475357868852461,0.0464687868852459,68.0,0.0,0.0
101,491.0,-0.29682322950819656,-0.9474299672131147,0.04625318032786885,68.0,0.0,0.0
102,492.0,-0.2975863064516129,-0.9473187903225807,0.046837854838709676,68.0,0.0,0.0
103,493.0,-0.29770369354838716,-0.9471810161290319,0.04670740322580643,68.0,0.0,0.0
104,494.0,-0.29764806451612885,-0.9474394032258063,0.04596072580645161,68.0,0.0,0.0
105,495.0,-0.30262708196721316,-0.942489918032787,0.08241872131147542,68.0,0.0,0.0
106,496.0,-0.30932079365079357,-0.943304888888889,0.06468079365079367,68.0,0.0,0.0
107,497.0,-0.3241823934426231,-0.938779704918033,0.009163278688524581,68.0,0.0,0.0
108,498.0,-0.30522887301587304,-0.9458796984126985,-0.008487317460317466,68.0,0.0,0.0
109,499.0,-0.302947,-0.9465589508196719,0.005876918032786887,68.0,0.0,0.0
110,500.0,-0.3032054032258066,-0.946697370967742,0.006956967741935482,68.0,0.0,0.0
111,501.0,-0.3031370806451613,-0.9467928387096772,0.007291532258064515,68.0,0.0,0.0
112,502.0,-0.30271467213114744,-0.9467813606557379,0.0076113278688524615,68.0,0.0,0.0
113,503.0,-0.30274623809523815,-0.9467955396825396,0.007633460317460318,68.7936507936508,0.0,0.0
114,504.0,-0.30306109836065565,-0.9469199344262291,0.006953245901639348,69.0,0.0,0.0
115,505.0,-0.3025844193548386,-0.9469343225806451,0.006569596774193546,69.0,0.0,0.0
116,506.0,-0.3022931475409837,-0.9469179344262297,0.007954803278688525,69.0,0.0,0.0
117,507.0,-0.30231966129032256,-0.9468718387096774,0.008193709677419355,69.0,0.0,0.0
118,508.0,-0.30223806557377064,-0.947068475409836,0.007655459016393443,69.0,0.0,0.0
119,509.0,-0.3023608688524591,-0.9469046229508196,0.008084852459016396,69.0,0.0,0.0
120,510.0,-0.302307888888889,-0.9469405873015874,0.008027317460317462,69.0,0.0,0.0
121,511.0,-0.3021537419354839,-0.9469567096774194,0.007583145161290322,69.0,0.0,0.0
122,512.0,-0.30213904761904764,-0.9469306507936507,0.007322793650793648,72.17460317460318,0.0,0.0
123,513.0,-0.30207427419354843,-0.9471514032258064,0.007514499999999999,73.0,0.0,0.0
124,514.0,-0.30210972580645157,-0.9470631451612904,0.007656741935483874,73.0,0.0,0.0
125,515.0,-0.30270181967213117,-0.9467700491803278,0.0077659508196721285,73.0,0.0,0.0
126,516.0,-0.3030848548387097,-0.9468440645161291,0.0070911612903225806,73.0,0.0,0.0
127,517.0,-0.30282420967741935,-0.9469397903225805,0.006956016129032259,73.0,0.0,0.0
128,518.0,-0.30245972131147536,-0.9468849016393441,0.006667655737704918,73.0,0.0,0.0
129,519.0,-0.3025082258064517,-0.9469467580645162,0.006788612903225806,73.0,0.0,0.0
130,520.0,-0.3024727903225807,-0.9467857096774194,0.006837451612903222,69.83870967741936,0.0,0.0
131,521.0,-0.3029263548387096,-0.9468128387096774,0.007368032258064517,69.0,0.0,0.0
132,522.0,-0.3028171967213115,-0.9469523934426229,0.00744895081967213,69.0,0.0,0.0
133,523.0,-0.30294135483870976,-0.9467542258064517,0.0072215645161290325,69.0,0.0,0.0
134,524.0,-0.3028658064516129,-0.9468249032258058,0.006683096774193547,67.41935483870968,0.0,0.0
135,525.0,-0.30268312903225814,-0.9468543709677419,0.009583758064516128,67.0,0.0,0.0
136,526.0,-0.3027576774193549,-0.9467847419354838,0.009559419354838712,67.0,11.388709677419364,0.0
137,527.0,-0.3024444754098361,-0.9472938852459019,0.009856672131147541,67.0,15.350000000000016,0.0
138,528.0,-0.3048444999999999,-0.9447548548387098,0.007906000000000002,67.0,15.350000000000016,0.0
139,529.0,-0.31684577419354837,-0.9409315806451617,-0.0283461129032258,65.41935483870968,15.350000000000016,0.0
140,530.0,-0.3176855806451614,-0.9421184838709676,-0.0035427258064516143,65.0,15.350000000000016,0.0
141,531.0,-0.3182253442622951,-0.941717196721311,-0.003419475409836065,65.0,15.350000000000016,0.0
142,532.0,-0.3182860000000001,-0.9417540483870966,-0.0031230806451612906,65.0,15.350000000000016,0.0
143,533.0,-0.3163875483870967,-0.9424110483870966,-0.0010520645161290324,65.0,15.350000000000016,0.0
144,534.0,-0.30419524193548375,-0.9465142903225809,-0.0012977580645161288,65.80645161290323,15.350000000000016,0.0
145,535.0,-0.31214312903225805,-0.9423721612903223,-0.013797919354838713,66.0,15.350000000000016,0.0
146,536.0,-0.31837681967213133,-0.9423825737704916,-0.024125131147540987,66.0,15.350000000000016,0.0
147,537.0,-0.3161510161290321,-0.9424406774193548,-0.014366193548387094,66.0,15.350000000000016,0.0
148,538.0,-0.3158885245901641,-0.9425970163934425,-0.013491983606557378,66.0,15.350000000000016,0.0
149,539.0,-0.3152515806451614,-0.9428504838709676,-0.009335161290322582,66.0,15.350000000000016,0.0
150,540.0,-0.31569672580645153,-0.9427677258064517,-0.010384806451612903,66.0,15.350000000000016,0.0
151,541.0,-0.31501596825396827,-0.942752126984127,-0.011041555555555554,66.0,4.385714285714285,0.0
152,542.0,-0.31465540322580643,-0.9432680967741935,-0.010583258064516132,76.2741935483871,0.0,0.0
153,543.0,-0.3145279354838709,-0.9429818064516127,-0.010574548387096773,79.0,0.0,0.0
154,544.0,-0.31461820000000007,-0.9429972999999998,-0.010894566666666668,79.0,0.0,0.0
155,545.0,-0.3147632258064516,-0.9430250806451614,-0.011528209677419349,79.0,0.0,0.0
156,546.0,-0.3145569677419356,-0.9430514838709676,-0.010635919354838711,79.0,0.0,0.0
157,547.0,-0.3143980491803278,-0.9430357213114755,-0.009018934426229506,79.0,0.0,0.0
158,548.0,-0.31414819047619064,-0.9432520317460317,-0.008976301587301585,72.65079365079364,0.0,0.0
159,549.0,-0.31419199999999997,-0.9430699206349205,-0.010011460317460317,71.0,0.0,0.0
160,550.0,-0.3112867213114754,-0.9432542786885246,-0.02637891803278689,71.0,0.0,0.0
161,551.0,-0.3027631451612904,-0.9442069677419352,-0.06745790322580643,71.0,0.0,0.0
162,552.0,-0.3122152950819672,-0.9435224590163932,-0.030452245901639346,71.0,0.0,0.0
163,553.0,-0.31333630645161287,-0.9428967258064517,-0.029212467741935488,71.0,0.0,0.0
164,554.0,-0.3086646129032256,-0.9446822258064517,-0.026718693548387084,68.62903225806451,0.0,0.0
165,555.0,-0.3215211129032259,-0.9402307903225805,-0.030840999999999997,68.0,0.0,0.0
166,556.0,-0.32371182258064507,-0.9395308387096777,-0.032451967741935484,68.0,0.0,0.0
167,557.0,-0.3088007096774194,-0.9443413709677422,-0.026660741935483873,68.0,0.0,0.0
168,558.0,-0.301116475409836,-0.9465931803278689,-0.041333016393442626,68.0,0.0,0.0
169,559.0,-0.29913358064516143,-0.9477361774193547,-0.04200914516129032,68.0,0.0,0.0
170,560.0,-0.3008195409836066,-0.9462265409836065,-0.04085903278688525,68.0,0.0,0.0
171,561.0,-0.3054780161290322,-0.9455590967741938,-0.03667282258064517,68.0,0.0,0.0
172,562.0,-0.3046689508196722,-0.9457432295081969,-0.03590296721311474,68.0,0.0,0.0
173,563.0,-0.30569857377049187,-0.9455939836065574,-0.030115081967213114,68.0,0.0,0.0
174,564.0,-0.30544053968253965,-0.9456118412698412,-0.026921079365079363,69.55555555555556,0.0,0.0
175,565.0,-0.30533296825396833,-0.9457167460317458,-0.027314174603174597,70.7936507936508,0.0,0.0
176,566.0,-0.3055624918032787,-0.9457885245901636,-0.02813744262295081,71.0,0.0,0.0
177,567.0,-0.3058464677419354,-0.9454938387096772,-0.028786741935483875,71.0,0.0,0.0
178,568.0,-0.30619759016393444,-0.9453117377049178,-0.02949924590163935,71.0,0.0,0.0
179,569.0,-0.3060873870967741,-0.9453156612903226,-0.02921953225806452,71.0,0.0,0.0
180,570.0,-0.305941126984127,-0.9453815396825399,-0.02874538095238096,73.38095238095238,0.0,0.0
181,571.0,-0.30611241269841255,-0.9454268253968253,-0.028603015873015863,74.0,0.0,0.0
182,572.0,-0.3063779180327869,-0.9452845409836066,-0.027307229508196723,74.0,0.0,0.0
183,573.0,-0.3068500806451612,-0.9452878548387097,-0.02726198387096775,74.0,0.0,0.0
184,574.0,-0.30681867213114755,-0.9451384590163935,-0.027685672131147535,74.0,0.0,0.0
185,575.0,-0.3067912698412698,-0.9452121904761904,-0.027981190476190475,73.2063492063492,0.0,0.0
186,576.0,-0.3065960163934428,-0.9453757868852459,-0.0271666393442623,73.0,0.0,0.0
187,577.0,-0.3064014516129033,-0.9455387258064515,-0.027319661290322567,73.0,0.0,0.0
188,578.0,-0.30626521311475424,-0.9453945245901639,-0.02845667213114754,73.0,0.0,0.0
189,579.0,-0.30663580327868845,-0.9453134918032784,-0.02888290163934427,73.0,0.0,0.0
190,580.0,-0.3068806129032259,-0.9452510161290322,-0.02780622580645161,73.0,0.0,0.0
191,581.0,-0.30656706451612903,-0.9452475645161287,-0.027164145161290322,73.0,0.0,0.0
192,582.0,-0.3062136229508197,-0.9454735737704918,-0.027608655737704924,73.0,0.0,0.0
193,583.0,-0.3061121746031746,-0.9455583809523812,-0.02741039682539682,69.03174603174604,0.0,0.0
194,584.0,-0.30614180327868856,-0.9453617704918033,-0.027906295081967212,68.0,0.0,0.0
195,585.0,-0.30645677419354833,-0.945382612903226,-0.028097096774193548,68.0,0.0,0.0
196,586.0,-0.30629860317460317,-0.9454144761904762,-0.0280856507936508,67.2063492063492,0.0,0.0
197,587.0,-0.3063465483870967,-0.9454360967741937,-0.02801933870967742,67.0,0.0,0.0
198,588.0,-0.30616009836065566,-0.9455196557377049,-0.027656442622950812,67.0,0.0,0.0
199,589.0,-0.30600714516129035,-0.9453361935483868,-0.027562274193548383,67.0,0.0,0.0
200,590.0,-0.30633293442622955,-0.9453132786885245,-0.028311295081967218,67.0,0.0,0.0
201,591.0,-0.30642528571428584,-0.9453170476190477,-0.02837949206349206,67.0,0.0,0.0
202,592.0,-0.3062468524590165,-0.9452489508196722,-0.03032049180327869,67.0,0.0,0.0
203,593.0,-0.3043072580645162,-0.9462347258064516,-0.03417767741935484,67.0,0.0,0.0
204,594.0,-0.3047508196721311,-0.9455328688524589,-0.03279034426229508,67.0,0.0,0.0
205,595.0,-0.3051547540983606,-0.9458048360655738,-0.030143344262295087,67.0,0.0,0.0
206,596.0,-0.3051004193548387,-0.9456511451612906,-0.029517419354838707,67.0,0.0,0.0
