second,x_move,y_move,z_move,heart_rate,steps,psg_status
450,0.32889496,0.6681552800000001,-0.6670721600000001,1.825018,0.275143,0.0
451,0.32924042,0.6676935,-0.66709112,1.804927,0.0,0.0
452,0.33103726,0.6703600999999999,-0.6638617199999999,1.785258,0.0,0.0
453,0.33230346938775507,0.6733080204081632,-0.6599379795918368,1.766008,0.0,0.0
454,0.3319617,0.67319458,-0.6600530799999998,1.747175,0.0,0.0
455,0.33022082,0.6712689199999999,-0.66291964,1.728755,0.0,0.0
456,0.3292255,0.66941468,-0.6656173600000002,1.710261,0.0,0.0
457,0.32889372,0.66899902,-0.6658819800000001,1.691701,0.0,0.0
458,0.32907718,0.6685965,-0.6654870199999999,1.673081,0.0,0.0
459,0.33117096,0.6711837199999998,-0.6624445200000001,1.654407,0.0,0.0
460,0.33220366000000007,0.6724349599999999,-0.6604807199999999,1.635685,0.0,0.0
461,0.33093904,0.6716893999999999,-0.66190766,1.616922,0.0,0.0
462,0.32935852,0.6700512199999998,-0.6642083400000002,1.598125,0.0,0.0
463,0.32866666,0.66866396,-0.66580408,1.5793,0.0,0.0
464,0.3289915918367347,0.6685124285714286,-0.6658244285714285,1.560453,0.0,0.0
465,0.3308343,0.67129324,-0.66216918,1.541592,0.0,0.0
466,0.33240786000000005,0.67353398,-0.6593472199999999,1.524652,0.0,0.0
467,0.33153922,0.6732241200000001,-0.66006008,1.509601,0.0,0.0
468,0.33015442,0.6709319799999999,-0.66320012,1.496409,0.0,0.0
469,0.32908472000000005,0.6691302800000001,-0.66532444,1.483198,0.0,0.0
470,0.32906134000000004,0.66902832,-0.6659476599999999,1.4699,0.0,0.0
471,0.33031546000000006,0.6697073599999999,-0.6644332999999999,1.454517,0.0,0.0
472,0.33205284,0.6723223000000002,-0.6612223,1.437021,0.0,0.0
473,0.33185700000000007,0.6724981,-0.66119838,1.417382,0.0,0.0
474,0.33036066,0.67087372,-0.6631470199999999,1.395571,0.0,0.0
475,0.32950900000000005,0.6692578400000001,-0.66549342,1.371559,0.0,0.0
476,0.32916195918367347,0.668824775510204,-0.6659129387755102,1.345318,0.0,0.0
477,0.32966338,0.66897496,-0.66507054,1.318665,0.0,0.0
478,0.33184904,0.67168094,-0.66151288,1.291606,0.0,0.0
479,0.33226046,0.6725448399999999,-0.66028598,1.264149,0.0,0.0
480,0.3313156,0.67206632,-0.66134,1.236302,0.0,0.0
481,0.3301794,0.6704000799999998,-0.6635559,1.208482,0.0,0.0
482,0.32978699999999994,0.66837092,-0.66548162,1.176604,0.0,0.0
483,0.33026148000000005,0.6671846599999999,-0.6666133999999998,1.140764,0.0,0.0
484,0.33191491999999995,0.67034454,-0.66295102,1.101059,0.0,0.0
485,0.33348034000000004,0.67321138,-0.65919156,1.057587,0.0,0.0
486,0.33228184,0.67338558,-0.65938842,1.010445,0.0,0.0
487,0.33071991999999995,0.6717486800000002,-0.66165734,0.958912,0.0,0.0
488,0.33034187755102046,0.6695379387755102,-0.6643695714285713,0.90307,0.0,0.0
489,0.33023372000000006,0.6682812200000001,-0.6659518799999999,0.843,0.0,0.0
490,0.3314721,0.66952114,-0.6639062800000001,0.778787,0.0,0.0
491,0.33269278,0.6720186800000001,-0.66119232,0.710513,0.0,0.0
492,0.33206909999999995,0.6715423799999999,-0.6617224199999999,0.642363,0.0,0.0
493,0.33014348000000004,0.66943756,-0.6649018,0.57598,0.0,0.0
494,0.33010982000000005,0.66824824,-0.6664996599999999,0.513407,0.0,0.0
495,0.32997018000000006,0.6682693399999998,-0.6662961,0.452794,0.0,0.0
496,0.33185027999999994,0.6702554400000001,-0.66343994,0.394099,0.0,0.0
497,0.33327696,0.6722399200000001,-0.66056006,0.337278,0.0,0.0
498,0.33329286,0.67248874,-0.66004492,0.282291,0.0,0.0
499,0.3320888367346939,0.6714119183673469,-0.661367306122449,0.230119,0.0,0.0
500,0.3306597600000001,0.66938104,-0.6644150600000001,0.181623,0.0,0.0
