second,x_move,y_move,z_move,heart_rate,steps,psg_status
330,0.44427096774193553,-0.24113470967741932,-0.8651846612903226,-0.92679,3.003183,0.0
331,0.4331124426229508,-0.24395000000000003,-0.8698993278688525,-0.934008,15.319748,0.0
332,0.4277707741935484,-0.24517698387096779,-0.8721370161290323,-0.941016,33.516203,0.0
333,0.44409681967213127,-0.2843780491803279,-0.8503568360655739,-0.947824,51.712658,0.0
334,0.43823912903225815,-0.28936224193548393,-0.853096435483871,-0.954332,69.909113,0.0
335,0.43648899999999996,-0.2899022096774194,-0.8539364838709678,-0.960101,88.105568,0.0
336,0.43543324590163934,-0.2900558032786885,-0.8543901147540984,-0.965155,106.302023,0.0
337,0.43351570967741937,-0.28988687096774185,-0.855201258064516,-0.96952,124.498478,0.0
338,0.4320239016393442,-0.28971103278688526,-0.8563047213114754,-0.972226,142.694932,0.0
339,0.4333589516129032,-0.28951609677419354,-0.8553960967741936,-0.973586,160.891387,0.0
340,0.4315919516129032,-0.29001243548387085,-0.8562449516129034,-0.974807,179.087842,0.0
341,0.43180524590163927,-0.28962736065573774,-0.8562952459016393,-0.975865,197.284297,0.0
342,0.3923260967741935,-0.18521832258064513,-0.8844476290322582,-0.976578,215.480752,0.0
343,0.40833642622950816,-0.34273988524590165,-0.8434825901639345,-0.976972,233.677207,0.0
344,0.4423640967741935,-0.4300576451612902,-0.7930453548387096,-0.97705,251.873662,0.0
345,0.44657950000000013,-0.39803238709677424,-0.8709419354838709,-0.976817,270.070117,0.0
346,0.28841534426229504,-0.2332833606557377,-0.8394722459016393,-0.976275,264.333428,0.0
347,0.3395341774193548,-0.2435795,-0.9055395161290323,-0.97543,246.136973,0.0
348,0.5375080819672131,-0.2512604918032787,-0.673428180327869,-0.973292,227.940519,0.0
349,0.8253862580645162,-0.3237964193548387,-0.24395948387096775,-0.969811,209.744064,0.0
350,0.5330705081967214,-0.3943539508196721,-0.7654090000000001,-0.964834,191.547609,0.0
351,0.38886382258064517,0.1473024193548387,-0.8311792741935483,-0.958349,173.351154,0.0
352,0.27452313114754096,-0.3059221639344261,-0.9171768360655738,-0.950346,155.154699,0.0
353,0.49054301612903234,-0.36231106451612904,-0.7540671451612904,-0.941823,136.958244,0.0
354,0.5649058852459015,-0.43689540983606556,-0.32948109836065576,-0.932853,118.761789,0.0
355,0.3396085483870968,-0.24725864516129034,-0.8785722741935484,-0.923443,100.565334,0.0
356,0.23730544262295078,-0.10435042622950819,-0.9545825901639345,-0.913601,82.368879,0.0
357,0.4459981746031746,-0.3669024761904763,-0.7356904285714286,-0.903331,64.172424,0.0
358,0.36222113114754095,-0.4926211967213115,-0.7560457213114755,-0.893051,45.97597,0.0
359,0.38606017741935483,-0.4959069193548387,-0.7780439677419354,-0.883286,27.779515,0.0
360,0.4059062459016393,-0.5368551967213115,-0.7425386721311475,-0.874037,9.58306,0.0
361,0.40380595161290317,-0.5371317741935484,-0.7434310967741937,-0.865303,3.463822,0.0
362,0.4040639836065574,-0.5376104754098361,-0.7428962459016394,-0.857084,4.077186,0.0
363,0.40380982258064513,-0.5373244193548388,-0.7433768870967741,-0.849214,4.69055,0.0
364,0.40477963934426237,-0.5383718196721311,-0.7422862950819673,-0.838704,5.303913,0.0
365,0.40422496774193556,-0.5379251774193547,-0.7426127258064518,-0.825524,5.917277,0.0
366,0.40427734426229506,-0.5382810327868852,-0.7428343770491802,-0.809644,6.530641,0.0
367,0.40504729032258063,-0.5388029032258064,-0.7417974516129032,-0.791036,7.144004,0.0
368,0.4033411935483871,-0.5369196612903226,-0.7440702258064519,-0.769671,7.757368,0.0
369,0.40326547540983604,-0.5355789508196721,-0.7450606393442623,-0.745519,8.370731,0.0
370,0.38601182456140354,-0.7118428771929824,-0.3323511754385964,-0.718552,8.984095,0.0
371,0.31807060606060605,-0.9039584090909091,0.2855614696969697,-0.688743,9.597459,0.0
372,0.25527638709677414,-0.9035972096774193,0.3464079677419355,-0.65896,10.210822,0.0
373,0.23792236065573766,-0.9229618524590163,0.31394886885245904,-0.629413,10.824186,0.0
374,0.2415146612903226,-0.6412301451612904,-0.5920752096774193,-0.600719,11.43755,0.0
375,0.4772787258064516,-0.5402073709677421,-0.7026807580645161,-0.572888,12.050913,0.0
376,0.42813968852459017,-0.6852016229508195,-0.5608137540983605,-0.545927,15.738493,0.0
377,0.3146034838709678,-0.760643193548387,-0.5296625806451613,-0.519761,21.258766,0.0
378,0.3665685161290322,-0.8317829677419355,-0.4193063387096774,-0.494078,26.779039,0.0
379,0.3249812622950819,-0.8770394262295081,-0.34057367213114753,-0.468893,32.299312,0.0
380,0.2853831774193549,-0.9199501129032258,-0.278479564516129,-0.444222,37.819585,0.0
381,0.28372391803278685,-0.9205405245901639,-0.278267,-0.419373,43.339857,0.0
382,0.2839911774193548,-0.9194887419354839,-0.2818012419354839,-0.394346,48.86013,0.0
383,0.283894475409836,-0.9191342131147541,-0.28257024590163937,-0.369145,54.380403,0.0
384,0.28389638709677417,-0.9194961612903225,-0.28218622580645164,-0.343442,59.900676,0.0
385,0.2840290983606558,-0.9188880655737706,-0.2835336065573771,-0.317297,65.420949,0.0
386,0.28398530645161296,-0.9187612258064517,-0.2838619193548388,-0.290965,70.941222,0.0
387,0.28386596721311474,-0.9189143442622951,-0.283907,-0.264435,76.461494,0.0
388,0.28358658064516135,-0.9183942419354839,-0.28505016129032257,-0.237697,81.981767,0.0
389,0.2837894918032787,-0.9182658852459017,-0.28539211475409837,-0.211073,87.50204,0.0
390,0.2838215483870968,-0.9185857258064515,-0.2841725161290323,-0.184425,93.022313,0.0
391,0.2835846129032258,-0.9185189999999999,-0.28523796774193555,-0.157236,94.295626,0.0
392,0.28365674193548385,-0.9180849193548388,-0.28659103225806454,-0.129515,92.864444,0.0
393,0.2836736721311475,-0.918384213114754,-0.28596091803278695,-0.101271,91.433262,0.0
394,0.28336656451612907,-0.9180685161290322,-0.2868233225806452,-0.072513,90.00208,0.0
395,0.2840421147540984,-0.9237643114754099,-0.2874057540983606,-0.044835,88.570899,0.0
396,0.5980894193548387,-0.7248165483870967,-0.15264475806451613,-0.018717,87.139717,0.0
397,0.3933660819672132,-0.7362275573770493,0.32489488524590165,0.005816,85.708535,0.0
398,0.5021822741935483,-0.524770629032258,0.18573711290322584,0.028737,84.277353,0.0
399,0.24104488524590167,-0.9140880655737706,-0.22580680327868854,0.050019,82.846171,0.0
400,0.14923882258064514,-0.9801864838709681,-0.060024370967741936,0.069636,81.414989,0.0
401,0.1253844677419355,-0.9921774677419355,0.020906032258064516,0.087562,79.983807,0.0
402,0.08073803278688524,-0.983267868852459,0.1462042786885246,0.103901,78.552626,0.0
403,0.06172766129032259,-0.9976267741935484,-0.020575032258064518,0.119132,77.121444,0.0
404,0.10357532786885248,-1.0457343278688525,-0.18561988524590164,0.136344,75.690262,0.0
405,0.5729367419354838,-0.6800137419354838,-0.14600267741935483,0.153352,74.25908,0.0
406,0.7019160983606557,-0.5186890327868853,0.47940090163934423,0.170012,73.558271,0.0
407,0.7058647419354839,-0.5709489354838709,0.4142500322580645,0.18582,73.353817,0.0
408,0.8067236721311474,-0.4557883442622951,0.34693185245901637,0.200768,73.149362,0.0
409,0.6712065806451613,-0.5948742096774194,0.4120598870967742,0.214847,72.944908,0.0
410,0.631317868852459,-0.6841960491803278,0.36207627868852454,0.228048,72.740453,0.0
411,0.6305480967741934,-0.6875319677419356,0.35671870967741937,0.240586,72.535998,0.0
