second,x_move,y_move,z_move,heart_rate,steps,psg_status
660,-0.605439035,-0.632905368,-0.462064561,0.499791,18.008184,0
661,-0.518976596,-0.699295912,-0.480672193,0.502118,20.866638,0
662,-0.778975088,-0.485754947,-0.351508965,0.504317,24.548722,0
663,-0.861930121,-0.349778017,0.141694655,0.506389,28.230807,0
664,-0.847509789,-0.103179421,0.423047737,0.508333,31.912892,0
665,-0.526919526,-0.780871474,0.354047018,0.510149,35.594976,0
666,-0.466720526,-0.870044667,0.124003386,0.511837,39.277061,0
667,-0.462291586,-0.873018448,0.130385034,0.513396,42.959145,0
668,-0.459598719,-0.873407404,0.135890526,0.514827,46.64123,0
669,-0.457674877,-0.873969614,0.141066684,0.516129,50.323314,0
670,-0.463595509,-0.869218035,0.147402474,0.517302,54.005399,0
671,-0.456818655,-0.8718975,0.152763672,0.518346,57.687484,0
672,-0.456767018,-0.871640702,0.157198263,0.519261,61.369568,0
673,-0.45652186,-0.869324263,0.168328561,0.520048,65.051653,0
674,-0.455558983,-0.870410362,0.170037069,0.520705,68.733737,0
675,-0.447601561,-0.875787789,0.155371719,0.521233,72.415822,0
676,-0.447903018,-0.876658123,0.155529456,0.521632,71.262093,0
677,-0.452727759,-0.876541897,0.147676155,0.521903,67.580009,0
678,-0.430763947,-0.838972105,0.201328509,0.522045,63.897924,0
679,-0.478678895,-0.725237158,0.447123035,0.522283,60.21584,0
680,-0.578992655,-0.473237172,-0.533512207,0.522614,56.533755,0
681,-0.49054014,-0.64928,-0.589479596,0.523032,52.851671,0
682,-0.488455842,-0.485982789,-0.660844035,0.52381,49.169586,0
683,-0.459815561,-0.674584105,-0.547137842,0.524947,45.487501,0
684,-0.456138672,-0.69832031,-0.540023776,0.526446,41.805417,0
685,-0.441920246,-0.724381789,-0.512550754,0.527858,38.123332,0
686,-0.383996018,-0.719754754,-0.566022053,0.529191,34.441248,0
687,-0.392362123,-0.754035105,-0.508098684,0.529631,30.759163,0
688,-0.435387018,-0.806607737,-0.379237965,0.529171,27.077079,0
689,-0.450903017,-0.772810034,-0.432081534,0.527806,23.394994,0
690,-0.446621807,-0.770280228,-0.441365211,0.52553,19.712909,0
691,-0.444213316,-0.772178,-0.439502088,0.522292,17.623608,0
692,-0.443438351,-0.771201474,-0.44251986,0.518364,16.396247,0
693,-0.443402241,-0.770573034,-0.443270914,0.513744,15.168885,0
694,-0.443507193,-0.770278614,-0.444671421,0.508436,13.941524,0
695,-0.443806421,-0.770287544,-0.44361207,0.502439,12.714162,0
696,-0.444175724,-0.770125793,-0.444646414,0.496294,11.486801,0
697,-0.443357263,-0.769647193,-0.445545053,0.490542,10.259439,0
698,-0.443968877,-0.769929035,-0.443992737,0.485185,9.032078,0
699,-0.441667224,-0.771229414,-0.443919448,0.480223,7.804716,0
700,-0.434693947,-0.777904825,-0.440549632,0.475657,6.577355,0
701,-0.449790561,-0.767507491,-0.439197421,0.471219,5.349993,0
702,-0.473492034,-0.779321121,-0.373256086,0.466639,4.122631,0
703,-0.448028281,-0.803271421,-0.373966649,0.461918,2.89527,0
704,-0.446540421,-0.800176526,-0.376018825,0.457057,1.667908,0
705,-0.448492621,-0.77438881,-0.430354155,0.452058,0.440547,0
706,-0.440627561,-0.76553693,-0.455893789,0.447191,0,0
707,-0.438642789,-0.766137404,-0.455665088,0.442452,0,0
708,-0.44408614,-0.765321123,-0.451172754,0.438113,0,0
709,-0.440355759,-0.765403741,-0.455218569,0.434174,0,0
710,-0.437253456,-0.768636368,-0.454428684,0.430636,0,0
711,-0.441164246,-0.772635772,-0.443130982,0.426961,0,0
712,-0.453120175,-0.772010421,-0.434051509,0.423161,0,0
713,-0.491733379,-0.765846603,-0.395597552,0.418972,0,0
714,-0.496879386,-0.763032333,-0.397310526,0.4144,0,0
715,-0.494296912,-0.773974509,-0.380379351,0.409452,0,0
716,-0.485397842,-0.777933754,-0.381012228,0.404135,0,0
717,-0.46550331,-0.795765879,-0.374393897,0.398455,0,0
718,-0.455238754,-0.793350211,-0.388090719,0.392419,0,0
719,-0.440049018,-0.786655614,-0.418291596,0.386034,0,0
720,-0.437496509,-0.783611614,-0.426012263,0.379306,0,0
721,-0.435704448,-0.7826725,-0.430093362,0.372243,0,0
722,-0.435524105,-0.781891175,-0.432103228,0.364851,0,0
723,-0.43494486,-0.781482877,-0.432770316,0.357137,0,0
724,-0.435025983,-0.781176569,-0.433843155,0.349108,0,0
725,-0.435035018,-0.781066912,-0.43371986,0.340771,0,0
726,-0.43493814,-0.781079719,-0.434199579,0.332403,0,0
727,-0.439841621,-0.782322552,-0.427307155,0.324005,0,0
728,-0.446833807,-0.779308316,-0.424272719,0.31558,0,0
729,-0.443868807,-0.776624421,-0.432723982,0.307129,0,0
730,-0.437036877,-0.777648404,-0.438452702,0.298654,0,0
731,-0.435983862,-0.777976207,-0.438345534,0.290156,0,0
732,-0.435158719,-0.778719947,-0.438863386,0.281637,0,0
733,-0.437132877,-0.779229684,-0.435675105,0.272823,0,0
