second,x_move,y_move,z_move,heart_rate,steps,psg_status
780,-0.27295350877192975,0.04148626315789474,-0.9615821403508771,1.370833,137.555337,0.0
781,-0.27128546551724136,0.04300296551724138,-0.9628022413793105,1.396044,140.768748,0.0
782,-0.2779827543859649,0.0330250701754386,-0.9588149122807017,1.420763,138.724164,0.0
783,-0.27854926315789474,0.05295094736842105,-0.9552866666666667,1.444987,136.67958,0.0
784,-0.26546570175438594,0.07831745614035086,-0.9532904736842106,1.468819,134.634996,0.0
785,-0.46543135087719295,0.11581878947368422,-0.8977917543859647,1.492254,132.590412,0.0
786,-0.4028951754385965,0.03985729824561403,-0.8661803859649122,1.515288,130.545828,0.0
787,-0.4540145087719298,-0.15886022807017544,-0.7913518421052631,1.537915,128.501244,0.0
788,-0.43364946551724143,-0.22957403448275865,-0.7712358103448277,1.559877,126.456661,0.0
789,-0.2881617368421053,0.36339849122807016,-0.8729759824561403,1.581165,124.412077,0.0
790,-0.28370264912280707,-0.0016087894736842028,-0.9191347894736842,1.60177,122.367493,0.0
791,-0.40528051724137937,-0.2193953793103448,-0.8806299482758619,1.621682,120.322909,0.0
792,-0.34469361403508775,-0.19013147368421052,-0.9188843508771929,1.640893,118.278325,0.0
793,-0.3403047368421053,-0.3530347719298246,-0.8545487017543859,1.659522,116.233741,0.0
794,-0.18229214285714285,0.03793121428571429,-0.9907624285714285,1.677563,114.189157,0.0
795,-0.15528184482758617,0.13570243103448276,-0.9787476724137931,1.695079,112.144573,0.0
796,-0.11660147368421052,0.1892244210526316,-0.9697090701754386,1.712063,109.007962,0.0
797,-0.20318459649122805,0.12726687719298246,-0.9287144210526314,1.728508,101.64746,0.0
798,-0.2233621034482759,0.26335456896551723,-0.9505859655172413,1.744534,94.286958,0.0
799,-0.24324438596491227,0.2149551052631579,-0.9422259122807017,1.760208,86.926456,0.0
800,-0.2278332807017544,0.2200884912280702,-0.9520619649122807,1.775527,79.565954,0.0
801,-0.2210759649122807,0.22154503508771925,-0.961782052631579,1.790488,72.205452,0.0
802,-0.2818391578947369,0.1365867192982456,-0.9226026491228071,1.805087,64.84495,0.0
803,-0.25773892982456137,0.1878289649122807,-0.9437362631578947,1.819322,57.484448,0.0
804,-0.2476934912280702,0.15084759649122806,-0.9558614385964913,1.833121,50.123947,0.0
805,-0.24794950000000004,0.18463772413793103,-0.9523799310344828,1.846561,42.763445,0.0
806,-0.2084640175438596,0.15251535087719298,-0.9652713157894737,1.859639,35.402943,0.0
807,-0.20890670175438594,0.15036919298245613,-0.9671711929824562,1.872352,28.042441,0.0
808,-0.20726838596491226,0.14529043859649124,-0.9668303157894736,1.884628,20.681939,0.0
809,-0.2068345263157895,0.14399243859649122,-0.967409859649123,1.896333,13.321437,0.0
810,-0.20600291379310345,0.14440315517241378,-0.9675464655172412,1.907463,5.960935,0.0
811,-0.2064752105263158,0.14258049122807018,-0.9674469298245614,1.918012,0.0,0.0
812,-0.1951842105263158,0.13470431578947367,-0.9712604385964911,1.927973,0.0,0.0
813,-0.21221359649122812,0.12428843859649123,-0.9689593157894736,1.937418,0.0,0.0
814,-0.22202952631578943,0.11533359649122807,-0.9685663333333333,1.946469,0.0,0.0
815,-0.1940749827586207,0.1288046551724138,-0.9712903448275864,1.95512,0.0,0.0
816,-0.191396,0.11343764912280703,-0.9755003157894738,1.963367,0.0,0.0
817,-0.18608798245614036,0.11157222807017544,-0.976063,1.971049,0.0,0.0
818,-0.18637859649122804,0.11345533333333332,-0.9762500701754386,1.978165,0.0,0.0
819,-0.18863852631578945,0.1242188596491228,-0.9749097017543858,1.984585,0.0,0.0
820,-0.1873019298245614,0.11904285964912281,-0.9754520526315791,1.990307,0.0,0.0
821,-0.18254336842105262,0.11600963157894738,-0.9763743157894738,1.995327,0.0,0.0
822,-0.1791883448275862,0.11580424137931035,-0.9777770862068965,1.999641,0.0,0.0
823,-0.17795392982456143,0.11420347368421054,-0.977983947368421,2.003247,0.0,0.0
824,-0.17943098245614034,0.11422805263157895,-0.9781778070175438,2.006141,0.0,0.0
825,-0.18156215789473687,0.11262891228070175,-0.9773877368421052,2.008321,0.0,0.0
826,-0.1828947719298246,0.11359338596491228,-0.9768954385964912,2.009784,0.0,0.0
827,-0.1826539298245614,0.11408645614035087,-0.9758077719298246,2.010527,0.0,0.0
828,-0.1814353793103448,0.11437832758620689,-0.9769711206896553,2.010548,0.0,0.0
829,-0.17806549122807017,0.11192778947368422,-0.9771768421052632,2.010291,0.0,0.0
830,-0.176301,0.11095875438596489,-0.9769726315789473,2.009762,0.0,0.0
831,-0.17526863157894737,0.10978059649122808,-0.9768355614035087,2.008968,0.0,0.0
832,-0.1761679827586207,0.10872656896551726,-0.9774643448275863,2.007916,0.0,0.0
833,-0.1773704210526316,0.1094505438596491,-0.9778411052631579,2.006293,0.0,0.0
834,-0.17788484210526315,0.11149571929824563,-0.9779181403508772,2.004099,0.0,0.0
835,-0.17842880701754385,0.11337845614035087,-0.9779563508771929,2.001336,0.0,0.0
836,-0.179001350877193,0.11428887719298245,-0.9780075438596493,1.998005,0.0,0.0
837,-0.1774330350877193,0.11171149122807017,-0.9782122982456141,1.994105,0.0,0.0
838,-0.1762890701754386,0.11002492982456138,-0.978886403508772,1.989638,0.0,0.0
839,-0.17588806896551723,0.1091861724137931,-0.9792875172413793,1.984606,0.0,0.0
840,-0.17563280701754386,0.10771310526315787,-0.9788625087719297,1.978918,0.0,0.0
841,-0.1763605438596491,0.10911221052631578,-0.979304754385965,1.972575,0.0,0.0
842,-0.1774801403508772,0.11156319298245612,-0.9786165263157895,1.965575,0.0,0.0
843,-0.1777189649122807,0.11331073684210527,-0.9778115789473685,1.957919,0.0,0.0
844,-0.17830882456140348,0.11470298245614034,-0.9772199824561403,1.949607,0.0,0.0
845,-0.17819563157894738,0.114859350877193,-0.9773121052631578,1.940639,0.0,0.0
846,-0.17714322413793104,0.11206213793103449,-0.9778971379310344,1.931015,0.0,0.0
847,-0.17661201754385963,0.10982956140350876,-0.9775588596491228,1.920986,0.0,0.0
848,-0.17674370175438595,0.11044847368421054,-0.9775730877192982,1.910558,0.0,0.0
849,-0.17733949122807016,0.11281252631578947,-0.9775431052631579,1.899736,0.0,0.0
850,-0.17778392982456143,0.11401556140350877,-0.9776003859649123,1.888526,0.0,0.0
851,-0.17685878947368422,0.11152329824561404,-0.9777692631578948,1.876701,0.0,0.0
852,-0.17666841379310344,0.10948582758620691,-0.9778420862068965,1.864259,0.0,0.0
853,-0.1772608245614035,0.1109129298245614,-0.9779804736842106,1.8512,0.0,0.0
854,-0.17725822807017544,0.11306149122807016,-0.9779400350877193,1.837523,0.0,0.0
855,-0.17740945614035086,0.11392931578947368,-0.9777920526315789,1.823225,0.0,0.0
856,-0.1767701896551724,0.11173879310344828,-0.9785971724137932,1.808307,0.0,0.0
857,-0.17655061403508773,0.10907126315789473,-0.9784061578947367,1.792766,0.0,0.0
858,-0.17723251785714284,0.10999728571428571,-0.9789955357142858,1.776603,0.0,0.0
859,-0.17743975862068967,0.11302403448275863,-0.9783138103448276,1.759817,0.0,0.0
860,-0.17713694736842106,0.11407443859649123,-0.9782344736842106,1.743105,0.0,0.0
861,-0.17664408771929827,0.11022470175438596,-0.9779909649122807,1.725902,0.0,0.0
862,-0.17657715789473682,0.10852170175438597,-0.9780937719298246,1.70821,0.0,0.0
863,-0.17678260344827587,0.11082062068965517,-0.977791051724138,1.690032,0.0,0.0
