,second,x_move,y_move,z_move,heart_rate,step_count,psg_status
0,840,0.150436,-0.887863,0.41333,70,21.49,0
1,841,0.152270255,-0.889634059,0.41246898,70,18.11901961,0
2,842,0.15228924,-0.88917914,0.41320984,70,0,0
3,843,0.152223569,-0.888816118,0.414620804,69.76470588,0,0
4,844,0.15234472,-0.88903144,0.41380224,68,0,0
5,845,0.15238596,-0.8891406,0.41369604,68,0,0
6,846,0.15228764,-0.8885706,0.41462682,68,0,0
7,847,0.15227512,-0.88881388,0.4152005,68,0,0
8,848,0.152048725,-0.88792151,0.415529039,68,0,0
9,849,0.15243928,-0.88724336,0.41745694,68,0,0
10,850,0.1522895,-0.88738164,0.4171628,68,0,0
11,851,0.15223666,-0.88743868,0.41736544,68,0,0
12,852,0.152065529,-0.886909333,0.418244294,68,0,0
13,853,0.13655004,-0.87334016,0.4495627,68,0,0
14,854,0.1499432,-0.88439174,0.42440186,68,0,0
15,855,0.149783,-0.8828991,0.42727142,68,0,0
16,856,0.149876519,-0.882976808,0.427027481,68,0,0
17,857,0.15088128,-0.88265102,0.42797516,68,0,0
18,858,0.151479878,-0.881776163,0.429037041,68,0,0
19,859,0.151263922,-0.882352118,0.427712843,68,0,0
20,860,0.15145994,-0.88306582,0.42649998,68,0,0
21,861,0.15164358,-0.8834085,0.42568794,68,0,0
22,862,0.15181914,-0.88316344,0.42612764,68,0,0
23,863,0.1523517,-0.88362098,0.42550716,68,0,0
24,864,0.152550471,-0.882119333,0.427930039,68.88235294,0,0
25,865,0.15234802,-0.88308442,0.42649808,77,0,0
26,866,0.15196108,-0.8832813,0.42589758,77,0,0
27,867,0.15185764,-0.88290804,0.42664338,77,0,0
28,868,0.1518033,-0.88175846,0.42907048,77,0,0
29,869,0.151723784,-0.881481961,0.429894569,75.94117647,0,0
30,870,0.151686412,-0.881347608,0.429798706,68,0,0
31,871,0.151531451,-0.881763882,0.429032863,68,0,0
32,872,0.15183872,-0.88189332,0.42923556,68,0,0
33,873,0.15174594,-0.8818954,0.42903904,68,0,0
34,874,0.1520233,-0.881825,0.42929964,68,0,0
35,875,0.152074235,-0.881559157,0.429177137,67.64705882,0,0
36,876,0.1526541,-0.88179406,0.42906862,65,0,0
37,877,0.15237574,-0.88200102,0.42885898,65,0,0
38,878,0.15173366,-0.88145166,0.43004194,65,0,0
39,879,0.15198886,-0.8810211,0.4304239,65,0,0
40,880,0.15215758,-0.8815585,0.42990334,65,0,0
41,881,0.15217228,-0.88158024,0.42919528,65,0,0
42,882,0.151967245,-0.880722653,0.43131549,65,0,0
43,883,0.151692706,-0.880089824,0.433016882,64.50980392,0,0
44,884,0.1515384,-0.87978706,0.43353452,60,0,0
45,885,0.151705588,-0.880032392,0.432408333,60.09803922,0,0
46,886,0.151721765,-0.880089882,0.432560569,61,0,0
47,887,0.15151518,-0.8798166,0.4332989,61,0,0
48,888,0.1514832,-0.87958256,0.43388146,61,0,0
49,889,0.15156094,-0.87960264,0.43334962,61,0,0
50,890,0.15212128,-0.87971928,0.43280608,61,0,0
51,891,0.15173804,-0.87950258,0.43383842,61,0,0
52,892,0.15098212,-0.87864774,0.43579564,61,0,0
53,893,0.15101449,-0.879050804,0.435155314,61.70588235,0,0
54,894,0.15158026,-0.87850766,0.43611764,67,0,0
55,895,0.15120796,-0.87759726,0.43796542,67,0,0
56,896,0.15084532,-0.87723534,0.43886136,67,0,0
57,897,0.150738608,-0.877241412,0.439036667,66.76470588,0,0
58,898,0.15127594,-0.87725426,0.4387936,65,0,0
59,899,0.15147254,-0.8777734,0.43790346,65,0,0
60,900,0.151778365,-0.877773462,0.437459577,65.13461538,0,0
61,901,0.151475549,-0.877701902,0.437670039,66,0,0
62,902,0.1510931,-0.87699126,0.43912744,66,0,0
63,903,0.15088896,-0.87632594,0.44037742,66,0,0
64,904,0.151407608,-0.876579275,0.439857627,66,0,0
65,905,0.15153292,-0.87722558,0.43868132,66,0,0
66,906,0.15159822,-0.87761672,0.43752572,66,0,0
67,907,0.15144014,-0.87714752,0.43847644,66,0,0
68,908,0.151439082,-0.87676998,0.439979694,66,0,0
69,909,0.151614588,-0.876828882,0.439166961,66,0,0
70,910,0.15171062,-0.87690266,0.4390536,66,0,0
71,911,0.15126772,-0.87668686,0.4400466,66,0,0
72,912,0.15132628,-0.87635516,0.44007618,66,0,0
73,913,0.15153114,-0.87685412,0.43927392,66,0,0
74,914,0.151646549,-0.876386745,0.440300902,65.90196078,0,0
75,915,0.15106992,-0.87588282,0.4411104,65,0,0
76,916,0.151437176,-0.876570373,0.439857216,65,0,0
77,917,0.15149692,-0.87639238,0.44036096,65,0,0
78,918,0.15132484,-0.87585992,0.44150388,65,0,0
79,919,0.150830627,-0.875579529,0.441693686,65,0,0
80,920,0.15115814,-0.87584492,0.44102344,65,0,0
81,921,0.15103458,-0.8757559,0.44134238,65,0,0
82,922,0.15081298,-0.87491788,0.4430172,65,0,0
83,923,0.15112488,-0.87524056,0.4430731,65,0,0
84,924,0.151226608,-0.875594706,0.44205449,64.88235294,0,0
85,925,0.15149454,-0.87572506,0.44136194,64,0,0
86,926,0.15076662,-0.87460484,0.44374598,64,0,0
87,927,0.15100798,-0.8747809,0.44346888,64,0,0
88,928,0.15112732,-0.87539026,0.44205258,64,0,0
89,929,0.151372588,-0.875674059,0.441446902,64,0,0
90,930,0.15094149,-0.874604157,0.443628882,64,0,0
91,931,0.151356353,-0.874950314,0.443018549,64,0,0
92,932,0.15130312,-0.87526274,0.44248382,64,0,0
93,933,0.1510794,-0.87467342,0.44375118,64,0,0
94,934,0.15065302,-0.874633765,0.443708745,64,0,0
95,935,0.151254122,-0.874995061,0.442919939,64,0,0
96,936,0.15105286,-0.8744281,0.4440518,64,0,0
97,937,0.15072378,-0.87369478,0.44572558,64,0,0
98,938,0.15112704,-0.8740658,0.44472402,64,0,0
99,939,0.151234882,-0.874537451,0.443749765,64,0,0
100,940,0.15109434,-0.87417384,0.44439292,64,0,0
101,941,0.1508035,-0.87375254,0.44565968,64,0,0
102,942,0.15105006,-0.87431124,0.44415976,64,0,0
103,943,0.15120058,-0.87444794,0.4439978,64,0,0
104,944,0.150945863,-0.874315451,0.44474302,64.11764706,0,0
105,945,0.15068198,-0.87359682,0.4458422,65,0,0
106,946,0.151074275,-0.87415302,0.44494598,65,3.611764706,0
107,947,0.15101594,-0.87451658,0.44398428,65,61.4,0
108,948,0.1501498,-0.87343902,0.44743562,65,61.4,0
109,949,0.150213471,-0.873185078,0.44672798,65,61.4,0
110,950,0.1506487,-0.87323456,0.44641504,65,61.4,0
111,951,0.15017662,-0.87257928,0.44788058,65,61.4,0
112,952,0.1501584,-0.87265784,0.44788086,65,61.4,0
113,953,0.15066374,-0.87305794,0.44711422,65,61.4,0
114,954,0.1503396,-0.87280242,0.44763216,65,61.4,0
115,955,0.15007686,-0.87172182,0.44981294,65,61.4,0
116,956,0.262275863,-0.959279078,0.416628706,65,61.4,0
117,957,0.36314544,-0.2873077,-0.66717956,65,61.4,0
118,958,0.51311228,0.13198396,-0.81455078,65,61.4,0
119,959,0.39277584,-0.47023716,-0.67848602,65,61.4,0
120,960,0.536400942,-0.515281673,-0.602358269,65,61.4,0
121,961,0.44113778,-0.5310034,-0.68780212,65,60.2334,0
122,962,0.3758829,-0.6662204,-0.63565492,65,3.07,0
123,963,0.37599976,-0.69373932,-0.60679052,65,3.07,0
124,964,0.37928066,-0.69686464,-0.60132484,65,3.07,0
125,965,0.375410745,-0.69813249,-0.603065431,65,3.07,0
126,966,0.37434296,-0.6988208,-0.6031314,65,3.07,0
127,967,0.38050924,-0.69895322,-0.59812652,65,3.07,0
128,968,0.37943538,-0.70051454,-0.59752408,65,3.07,0
129,969,0.37527436,-0.70057012,-0.60031954,65,3.07,0
130,970,0.37739172,-0.70014278,-0.59926602,65,3.07,0
131,971,0.38025416,-0.70049434,-0.59687526,65,3.07,0
132,972,0.37635374,-0.70128788,-0.5989935,65,3.07,0
133,973,0.37764064,-0.70158512,-0.59785854,65,3.07,0
134,974,0.382023216,-0.704046235,-0.59113151,65,3.07,0
135,975,0.37824036,-0.70588562,-0.5923853,65,3.07,0
136,976,0.374809577,-0.705762558,-0.594671692,65,3.010961538,0
137,977,0.38046632,-0.70652164,-0.5894629,65,0,0
138,978,0.3811548,-0.70690796,-0.58871766,65,0,0
139,979,0.37005656,-0.70501864,-0.59869444,65,0,0
140,980,0.36896268,-0.70244964,-0.60179348,65,0,0
141,981,0.363908431,-0.694817922,-0.613489529,65,0,0
142,982,0.36659032,-0.69521454,-0.61212044,65,0,0
143,983,0.3670572,-0.70308686,-0.60118984,65,0,0
144,984,0.36633704,-0.70314062,-0.60269164,65,0,0
